name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost,listed_in_type,rating_category
Restaurant_2319,Yes,No,3.2,239,Electronic City,Bar,"Cold Coffee, Cheesecake",Cafe,,Dine-out,Low
Restaurant_2320,No,No,3.7,209,HSR Layout,Delivery,"Dal Makhani, Paneer Butter Masala",North Indian,300.0,Delivery,Medium
Restaurant_2321,No,No,4.2,1913,Yelahanka,Fine Dining,"Mutton Biryani, Raita",Biryani,1650.0,Dine-out,High
Restaurant_2322,Yes,No,4.8,711,Indiranagar,Delivery,"Bhel, Pani Puri",Street Food,,Delivery,High
Restaurant_2323,No,No,3.2,229,Bellandur,Bar,"Fried Rice, Spring Rolls, Noodles",Chinese,650.0,Dine-out,Low
Restaurant_2324,Yes,No,4.2,988,Whitefield,Fine Dining,"Sushi, Tempura",Japanese,2100.0,Dine-out,High
Restaurant_2325,Yes,No,3.7,201,Koramangala,Fine Dining,"Tom Yum, Pad Thai, Spring Rolls",Thai,1400.0,Dine-out,Medium
Restaurant_2326,Yes,No,3.6,104,Banashankari,Food Court,"Haleem, Nihari",Mughlai,350.0,Dine-out,Medium
Restaurant_2327,Yes,No,4.6,541,JP Nagar,Delivery,"Manchurian, Spring Rolls, Fried Rice, Noodles",Chinese,350.0,Delivery,High
Restaurant_2328,Yes,Yes,3.4,425,Electronic City,Casual Dining,"Ramen, Miso Soup, Tempura",Japanese,800.0,Dine-out,Low
Restaurant_2329,No,No,4.0,1048,Indiranagar,Cafe,"Pastry, Cake",Desserts,400.0,Dine-out,High
Restaurant_2330,Yes,Yes,4.6,421,Yelahanka,Fine Dining,"Idli, Masala Dosa, Filter Coffee",South Indian,1250.0,Dine-out,High
Restaurant_2331,Yes,Yes,4.0,1011,Electronic City,Delivery,"Tempura, Ramen, Miso Soup",Japanese,250.0,Delivery,High
Restaurant_2332,Yes,No,4.1,229,Rajajinagar,Dessert Parlor,"Pasta, Tiramisu, Bruschetta",Italian,300.0,Dine-out,High
Restaurant_2333,Yes,No,3.2,411,JP Nagar,Bakery,"Burrito, Tacos, Nachos",Mexican,250.0,Dine-out,Low
Restaurant_2334,No,No,4.5,157,Electronic City,Dessert Parlor,"Biryani, Paneer Butter Masala",North Indian,300.0,Dine-out,High
Restaurant_2335,No,No,4.7,343,Hebbal,Delivery,"Margherita, Pepperoni, BBQ Chicken",Pizza,250.0,Delivery,High
Restaurant_2336,No,No,3.7,1081,Banashankari,Quick Bites,"Pastry, Cake, Brownie, Ice Cream",Desserts,150.0,Dine-out,Medium
Restaurant_2337,No,Yes,5.0,182,Koramangala,Quick Bites,"Sandwich, Burger, Wrap",Fast Food,300.0,Dine-out,High
Restaurant_2338,Yes,Yes,3.8,947,Bellandur,Delivery,"Spring Rolls, Fried Rice",Chinese,300.0,Delivery,Medium
Restaurant_2339,Yes,Yes,4.2,209,Jayanagar,Food Court,"Sandwich, Burger",Continental,200.0,Dine-out,High
Restaurant_2340,No,No,4.4,23,JP Nagar,Food Court,"Green Curry, Tom Yum, Spring Rolls, Pad Thai",Thai,350.0,Dine-out,High
Restaurant_2341,No,Yes,4.1,71,Yelahanka,Fine Dining,"Biryani, Kebab, Nihari, Haleem",Mughlai,1250.0,Dine-out,High
Restaurant_2342,No,No,3.0,616,Rajajinagar,Bar,"Manchurian, Fried Rice, Noodles",Chinese,950.0,Dine-out,Low
Restaurant_2343,No,No,2.9,132,Hebbal,Cafe,"Pani Puri, Pav Bhaji, Bhel",Street Food,,Dine-out,Low
Restaurant_2344,No,Yes,5.0,796,Indiranagar,Fine Dining,"Fries, Wrap, Burger",Fast Food,2150.0,Dine-out,High
Restaurant_2345,Yes,Yes,3.7,666,BTM,Dessert Parlor,"Tom Yum, Green Curry, Spring Rolls",Thai,250.0,Dine-out,Medium
Restaurant_2346,Yes,No,3.7,234,Marathahalli,Cafe,"Kebab, Biryani",Mughlai,400.0,Dine-out,Medium
Restaurant_2347,No,No,3.1,299,Whitefield,Dessert Parlor,"Pepperoni, Garlic Bread, Margherita, BBQ Chicken",Pizza,400.0,Dine-out,Low
Restaurant_2348,No,No,4.2,325,Bellandur,Food Court,"Pani Puri, Vada Pav, Pav Bhaji",Street Food,250.0,Dine-out,High
Restaurant_2349,Yes,No,3.4,1501,Electronic City,Delivery,"Miso Soup, Ramen",Japanese,350.0,Delivery,Low
Restaurant_2350,Yes,No,3.6,208,Jayanagar,Bar,"Pasta, Pizza",Italian,850.0,Dine-out,Medium
Restaurant_2351,Yes,No,3.9,118,JP Nagar,Dessert Parlor,,Continental,200.0,Dine-out,Medium
Restaurant_2352,Yes,No,3.3,225,Electronic City,Food Court,"Manchurian, Spring Rolls, Noodles, Fried Rice",Chinese,350.0,Dine-out,Low
Restaurant_2353,No,No,3.6,597,Malleshwaram,Bar,"Cheesecake, Cappuccino, Cold Coffee",Cafe,1250.0,Dine-out,Medium
Restaurant_2354,Yes,No,4.9,878,Whitefield,Fine Dining,"Paneer Butter Masala, Butter Naan",North Indian,1550.0,Dine-out,High
Restaurant_2355,Yes,No,4.0,1546,BTM,Delivery,"Fried Rice, Spring Rolls, Manchurian, Noodles",Chinese,350.0,Delivery,High
Restaurant_2356,Yes,No,3.9,1248,Hebbal,Bakery,"Spring Rolls, Manchurian, Noodles",Chinese,200.0,Dine-out,Medium
Restaurant_2357,No,No,3.8,193,Yelahanka,Quick Bites,"Burger, Sandwich, Fries, Wrap",Fast Food,250.0,Dine-out,Medium
Restaurant_2358,Yes,Yes,3.8,346,Banashankari,Beverage Shop,"Wrap, Burger",Fast Food,150.0,Dine-out,Medium
Restaurant_2359,Yes,No,4.8,990,Hebbal,Bar,"Green Curry, Tom Yum, Spring Rolls, Pad Thai",Thai,800.0,Dine-out,High
Restaurant_2360,Yes,No,3.4,1266,Hebbal,Bakery,"Ramen, Tempura",Japanese,200.0,Dine-out,Low
Restaurant_2361,Yes,No,3.9,240,Marathahalli,Bakery,"Pani Puri, Vada Pav",Street Food,200.0,Dine-out,Medium
Restaurant_2362,Yes,Yes,4.1,361,Koramangala,Bar,"Paneer Butter Masala, Biryani",North Indian,1250.0,Dine-out,High
Restaurant_2363,Yes,No,4.3,1481,Hebbal,Bakery,"Spring Rolls, Manchurian, Noodles, Fried Rice",Chinese,150.0,Dine-out,High
Restaurant_2364,No,No,4.3,286,Electronic City,Dessert Parlor,"Green Curry, Tom Yum, Spring Rolls, Pad Thai",Thai,350.0,Dine-out,High
Restaurant_2365,Yes,Yes,4.0,392,BTM,Bakery,"Raita, Chicken Biryani, Mutton Biryani, Veg Biryani",Biryani,150.0,Dine-out,High
Restaurant_2366,Yes,No,3.9,1373,BTM,Food Court,"Margherita, BBQ Chicken, Pepperoni",Pizza,250.0,Dine-out,Medium
Restaurant_2367,No,No,3.9,948,Banashankari,Cafe,"Wrap, Sandwich, Burger",Fast Food,450.0,Dine-out,Medium
Restaurant_2368,Yes,No,2.7,112,HSR Layout,Dessert Parlor,,Fast Food,,Dine-out,Low
Restaurant_2369,No,No,2.9,170,Banashankari,Bakery,"Pani Puri, Vada Pav, Bhel",Street Food,,Dine-out,Low
Restaurant_2370,Yes,No,3.9,254,Electronic City,Fine Dining,"Tempura, Sushi",Japanese,1450.0,Dine-out,Medium
Restaurant_2371,Yes,No,3.5,1280,Yelahanka,Quick Bites,"Ice Cream, Brownie, Pastry, Cake",Desserts,350.0,Dine-out,Medium
Restaurant_2372,No,No,3.1,3182,HSR Layout,Delivery,"Chicken Biryani, Veg Biryani",Biryani,200.0,Delivery,Low
Restaurant_2373,No,Yes,4.3,959,HSR Layout,Bakery,"Biryani, Haleem, Kebab, Nihari",Mughlai,250.0,Dine-out,High
Restaurant_2374,Yes,No,3.8,377,Jayanagar,Casual Dining,"Ice Cream, Brownie, Cake, Pastry",Desserts,850.0,Dine-out,Medium
Restaurant_2375,Yes,No,3.7,5,Jayanagar,Quick Bites,"Noodles, Spring Rolls",Chinese,300.0,Dine-out,Medium
Restaurant_2376,Yes,No,3.6,645,Indiranagar,Fine Dining,"Ramen, Sushi",Japanese,2150.0,Dine-out,Medium
Restaurant_2377,No,No,3.7,273,JP Nagar,Food Court,"Butter Naan, Dal Makhani, Paneer Butter Masala, Biryani",North Indian,350.0,Dine-out,Medium
Restaurant_2378,No,No,2.4,360,JP Nagar,Bakery,"Sandwich, Burger",Fast Food,150.0,Dine-out,Low
Restaurant_2379,Yes,Yes,3.9,545,Rajajinagar,Food Court,"Butter Naan, Biryani, Paneer Butter Masala, Dal Makhani",North Indian,250.0,Dine-out,Medium
Restaurant_2380,Yes,No,3.8,373,Bellandur,Bakery,"Paneer Butter Masala, Biryani, Dal Makhani",North Indian,200.0,Dine-out,Medium
Restaurant_2381,Yes,Yes,4.1,1776,Koramangala,Beverage Shop,"Pepperoni, Garlic Bread",Pizza,100.0,Dine-out,High
Restaurant_2382,Yes,Yes,3.2,11,JP Nagar,Cafe,"Green Curry, Spring Rolls, Tom Yum",Thai,550.0,Dine-out,Low
Restaurant_2383,Yes,No,3.9,728,Jayanagar,Food Court,"Cappuccino, Cold Coffee, Brownie",Cafe,200.0,Dine-out,Medium
Restaurant_2384,Yes,No,3.3,261,Indiranagar,Cafe,"Burger, Fries, Wrap, Sandwich",Fast Food,500.0,Dine-out,Low
Restaurant_2385,No,Yes,3.5,656,Hebbal,Quick Bites,"Green Curry, Pad Thai",Thai,,Dine-out,Medium
Restaurant_2386,No,No,4.1,691,Indiranagar,Beverage Shop,"Pastry, Cake, Ice Cream",Desserts,200.0,Dine-out,High
Restaurant_2387,No,No,4.7,7,Hebbal,Delivery,"Green Curry, Spring Rolls, Pad Thai",Thai,300.0,Delivery,High
Restaurant_2388,Yes,No,3.8,191,Yelahanka,Dessert Parlor,"Pizza, Burger, Pasta, Sandwich",Continental,350.0,Dine-out,Medium
Restaurant_2389,Yes,No,3.4,106,Yelahanka,Cafe,"Kebab, Nihari, Biryani",Mughlai,350.0,Dine-out,Low
Restaurant_2390,No,No,3.8,104,HSR Layout,Beverage Shop,"Biryani, Paneer Butter Masala, Butter Naan, Dal Makhani",North Indian,150.0,Dine-out,Medium
Restaurant_2391,Yes,No,4.3,840,Rajajinagar,Cafe,"Fries, Wrap",Fast Food,350.0,Dine-out,High
Restaurant_2392,No,No,4.0,164,Bellandur,Bar,"Bhel, Pav Bhaji, Pani Puri, Vada Pav",Street Food,1250.0,Dine-out,High
Restaurant_2393,Yes,No,5.0,482,Banashankari,Fine Dining,"Miso Soup, Ramen, Sushi",Japanese,1200.0,Dine-out,High
Restaurant_2394,Yes,No,3.4,144,Koramangala,Delivery,"Kebab, Haleem",Mughlai,250.0,Delivery,Low
Restaurant_2395,Yes,No,4.3,559,Electronic City,Fine Dining,"Sandwich, Pasta, Burger",Continental,1600.0,Dine-out,High
Restaurant_2396,Yes,No,4.6,879,HSR Layout,Bakery,"Burger, Sandwich, Wrap, Fries",Fast Food,250.0,Dine-out,High
Restaurant_2397,No,Yes,4.6,277,Banashankari,Cafe,"Manchurian, Fried Rice",Chinese,500.0,Dine-out,High
Restaurant_2398,Yes,No,2.8,388,JP Nagar,Bakery,"Paneer Butter Masala, Biryani, Butter Naan",North Indian,150.0,Dine-out,Low
Restaurant_2399,Yes,No,3.8,993,Rajajinagar,Casual Dining,"Sandwich, Burger, Pizza, Pasta",Continental,550.0,Dine-out,Medium
Restaurant_2400,Yes,No,4.5,66,HSR Layout,Cafe,"Noodles, Manchurian, Fried Rice",Chinese,350.0,Dine-out,High
Restaurant_2401,No,No,5.0,930,Whitefield,Beverage Shop,"Butter Naan, Dal Makhani, Paneer Butter Masala",North Indian,150.0,Dine-out,High
Restaurant_2402,Yes,No,4.2,245,JP Nagar,Delivery,"Idli, Vada, Masala Dosa",South Indian,300.0,Delivery,High
Restaurant_2403,Yes,No,3.6,70,Banashankari,Bakery,"Ice Cream, Pastry",Desserts,200.0,Dine-out,Medium
Restaurant_2404,Yes,No,3.3,390,Koramangala,Cafe,"Pizza, Bruschetta",Italian,450.0,Dine-out,Low
Restaurant_2405,Yes,No,4.9,188,Electronic City,Casual Dining,"Sushi, Tempura, Ramen, Miso Soup",Japanese,700.0,Dine-out,High
Restaurant_2406,Yes,Yes,4.8,1240,Banashankari,Fine Dining,"Chicken Biryani, Veg Biryani, Raita",Biryani,2150.0,Dine-out,High
Restaurant_2407,No,Yes,3.5,23,Hebbal,Beverage Shop,"Dal Makhani, Paneer Butter Masala",North Indian,100.0,Dine-out,Medium
Restaurant_2408,Yes,No,3.7,57,Yelahanka,Bar,"Pizza, Pasta, Sandwich, Burger",Continental,1050.0,Dine-out,Medium
Restaurant_2409,Yes,No,4.0,441,HSR Layout,Cafe,"Tacos, Nachos, Quesadilla",Mexican,450.0,Dine-out,High
Restaurant_2410,No,No,4.0,533,HSR Layout,Bar,"Burger, Sandwich, Pizza, Pasta",Continental,800.0,Dine-out,High
Restaurant_2411,Yes,Yes,3.6,706,Electronic City,Quick Bites,"Pizza, Pasta, Tiramisu, Bruschetta",Italian,250.0,Dine-out,Medium
Restaurant_2412,Yes,No,3.5,157,BTM,Delivery,"Sandwich, Wrap, Fries",Fast Food,,Delivery,Medium
Restaurant_2413,Yes,No,3.0,829,Koramangala,Cafe,"Tom Yum, Pad Thai",Thai,,Dine-out,Low
Restaurant_2414,Yes,No,4.3,1974,Malleshwaram,Food Court,"Pani Puri, Vada Pav, Bhel, Pav Bhaji",Street Food,300.0,Dine-out,High
Restaurant_2415,No,No,3.5,362,JP Nagar,Casual Dining,"Raita, Mutton Biryani",Biryani,700.0,Dine-out,Medium
Restaurant_2416,No,No,3.9,836,Indiranagar,Bakery,"Tempura, Sushi",Japanese,150.0,Dine-out,Medium
Restaurant_2417,No,No,4.4,491,Electronic City,Food Court,"Nihari, Haleem",Mughlai,300.0,Dine-out,High
Restaurant_2418,No,No,3.8,41,Koramangala,Quick Bites,"Paneer Butter Masala, Biryani",North Indian,250.0,Dine-out,Medium
Restaurant_2419,Yes,No,3.7,219,Indiranagar,Delivery,"Sandwich, Wrap",Fast Food,200.0,Delivery,Medium
Restaurant_2420,Yes,No,4.3,59,Koramangala,Fine Dining,"Manchurian, Spring Rolls, Noodles, Fried Rice",Chinese,1200.0,Dine-out,High
Restaurant_2421,Yes,No,3.8,2564,Koramangala,Beverage Shop,"Miso Soup, Tempura",Japanese,150.0,Dine-out,Medium
Restaurant_2422,Yes,No,4.4,171,Banashankari,Bar,"Green Curry, Pad Thai, Tom Yum",Thai,1100.0,Dine-out,High
Restaurant_2423,No,No,3.9,591,Bellandur,Quick Bites,"Green Curry, Tom Yum, Pad Thai",Thai,350.0,Dine-out,Medium
Restaurant_2424,No,Yes,3.6,180,Hebbal,Bakery,"Spring Rolls, Pad Thai",Thai,150.0,Dine-out,Medium
Restaurant_2425,Yes,No,4.3,683,Koramangala,Beverage Shop,"Haleem, Biryani, Kebab, Nihari",Mughlai,100.0,Dine-out,High
Restaurant_2426,Yes,No,4.8,170,Bellandur,Fine Dining,"Tempura, Sushi, Miso Soup, Ramen",Japanese,1100.0,Dine-out,High
Restaurant_2427,Yes,Yes,3.3,761,BTM,Bakery,"Raita, Mutton Biryani",Biryani,200.0,Dine-out,Low
Restaurant_2428,Yes,No,4.6,81,Malleshwaram,Casual Dining,"Sandwich, Wrap",Fast Food,800.0,Dine-out,High
Restaurant_2429,Yes,Yes,4.2,1420,HSR Layout,Bar,"Cappuccino, Brownie",Cafe,900.0,Dine-out,High
Restaurant_2430,Yes,No,3.9,1073,Marathahalli,Food Court,"Biryani, Nihari, Kebab, Haleem",Mughlai,400.0,Dine-out,Medium
Restaurant_2431,No,No,4.2,715,Indiranagar,Cafe,"Margherita, Garlic Bread, Pepperoni",Pizza,450.0,Dine-out,High
Restaurant_2432,No,Yes,3.6,37,HSR Layout,Quick Bites,,Pizza,350.0,Dine-out,Medium
Restaurant_2433,Yes,No,4.3,150,Marathahalli,Cafe,"Paneer Butter Masala, Dal Makhani",North Indian,300.0,Dine-out,High
Restaurant_2434,Yes,No,3.6,1059,Malleshwaram,Beverage Shop,"Dal Makhani, Butter Naan",North Indian,100.0,Dine-out,Medium
Restaurant_2435,Yes,No,3.1,60,Hebbal,Cafe,"Paneer Butter Masala, Biryani, Dal Makhani, Butter Naan",North Indian,350.0,Dine-out,Low
Restaurant_2436,No,No,3.2,81,Malleshwaram,Food Court,"Raita, Veg Biryani",Biryani,200.0,Dine-out,Low
Restaurant_2437,No,No,4.0,471,Indiranagar,Dessert Parlor,"Pani Puri, Vada Pav",Street Food,400.0,Dine-out,High
Restaurant_2438,No,No,3.2,153,Yelahanka,Beverage Shop,"Tom Yum, Pad Thai, Spring Rolls",Thai,100.0,Dine-out,Low
Restaurant_2439,Yes,No,4.6,173,Indiranagar,Bar,"Burrito, Nachos, Quesadilla, Tacos",Mexican,1000.0,Dine-out,High
Restaurant_2440,No,Yes,4.5,578,Malleshwaram,Bakery,"Vada Pav, Pav Bhaji",Street Food,150.0,Dine-out,High
Restaurant_2441,Yes,No,4.5,314,Marathahalli,Bar,"Burrito, Quesadilla, Tacos",Mexican,800.0,Dine-out,High
Restaurant_2442,Yes,Yes,4.1,93,Electronic City,Cafe,"Cappuccino, Cheesecake",Cafe,300.0,Dine-out,High
Restaurant_2443,Yes,No,3.9,447,Koramangala,Delivery,"Fries, Wrap",Fast Food,250.0,Delivery,Medium
Restaurant_2444,Yes,No,3.2,234,JP Nagar,Beverage Shop,"Fried Rice, Noodles",Chinese,150.0,Dine-out,Low
Restaurant_2445,No,Yes,4.4,875,Rajajinagar,Bakery,"Tom Yum, Pad Thai",Thai,,Dine-out,High
Restaurant_2446,Yes,No,4.4,71,Bellandur,Fine Dining,"Filter Coffee, Masala Dosa",South Indian,1700.0,Dine-out,High
Restaurant_2447,Yes,Yes,4.3,625,Whitefield,Casual Dining,"Sandwich, Pasta, Burger, Pizza",Continental,750.0,Dine-out,High
Restaurant_2448,Yes,No,4.6,395,Rajajinagar,Bar,"Noodles, Manchurian",Chinese,,Dine-out,High
Restaurant_2449,Yes,No,3.5,273,HSR Layout,Bar,"Fries, Wrap, Sandwich",Fast Food,1200.0,Dine-out,Medium
Restaurant_2450,Yes,No,3.7,146,Banashankari,Beverage Shop,"Cappuccino, Brownie",Cafe,100.0,Dine-out,Medium
Restaurant_2451,Yes,No,4.0,18,HSR Layout,Delivery,"Tempura, Sushi, Ramen, Miso Soup",Japanese,400.0,Delivery,High
Restaurant_2452,Yes,No,3.3,931,Banashankari,Cafe,"Ramen, Sushi",Japanese,450.0,Dine-out,Low
Restaurant_2453,Yes,No,3.7,219,Marathahalli,Cafe,"Chicken Biryani, Raita, Mutton Biryani",Biryani,300.0,Dine-out,Medium
Restaurant_2454,No,No,3.9,668,Yelahanka,Beverage Shop,"Haleem, Biryani, Nihari",Mughlai,150.0,Dine-out,Medium
Restaurant_2455,Yes,No,3.6,1592,Banashankari,Bar,"Fried Rice, Spring Rolls, Manchurian",Chinese,1300.0,Dine-out,Medium
Restaurant_2456,Yes,No,4.5,561,Indiranagar,Bakery,"Biryani, Nihari, Kebab",Mughlai,150.0,Dine-out,High
Restaurant_2457,Yes,No,3.0,227,Electronic City,Casual Dining,"Tempura, Miso Soup, Ramen",Japanese,600.0,Dine-out,Low
Restaurant_2458,No,No,4.3,201,JP Nagar,Beverage Shop,,South Indian,100.0,Dine-out,High
Restaurant_2459,No,No,4.0,1631,JP Nagar,Bakery,"Sushi, Tempura",Japanese,200.0,Dine-out,High
Restaurant_2460,Yes,No,3.5,601,Indiranagar,Bakery,"Vada Pav, Bhel, Pav Bhaji, Pani Puri",Street Food,150.0,Dine-out,Medium
Restaurant_2461,Yes,No,3.7,607,Electronic City,Fine Dining,"Wrap, Sandwich, Fries",Fast Food,1950.0,Dine-out,Medium
Restaurant_2462,No,Yes,2.9,241,Hebbal,Food Court,"Nachos, Tacos, Quesadilla, Burrito",Mexican,400.0,Dine-out,Low
Restaurant_2463,No,No,3.3,922,BTM,Dessert Parlor,"Ice Cream, Brownie, Pastry, Cake",Desserts,400.0,Dine-out,Low
Restaurant_2464,No,No,4.2,787,Hebbal,Casual Dining,"Cold Coffee, Cheesecake, Brownie, Cappuccino",Cafe,550.0,Dine-out,High
Restaurant_2465,No,No,3.7,184,Yelahanka,Quick Bites,"Tacos, Burrito, Quesadilla",Mexican,,Dine-out,Medium
Restaurant_2466,No,No,4.3,590,Rajajinagar,Delivery,"Wrap, Fries",Fast Food,200.0,Delivery,High
Restaurant_2467,Yes,No,3.5,295,Yelahanka,Dessert Parlor,"Pasta, Pizza, Sandwich, Burger",Continental,300.0,Dine-out,Medium
Restaurant_2468,Yes,No,4.6,5,Marathahalli,Fine Dining,"Green Curry, Spring Rolls, Pad Thai, Tom Yum",Thai,2000.0,Dine-out,High
Restaurant_2469,No,No,3.3,815,Rajajinagar,Casual Dining,"Mutton Biryani, Raita, Chicken Biryani",Biryani,750.0,Dine-out,Low
Restaurant_2470,No,No,3.2,62,BTM,Cafe,"Sandwich, Pizza, Burger, Pasta",Continental,550.0,Dine-out,Low
Restaurant_2471,Yes,Yes,3.9,417,BTM,Dessert Parlor,"Wrap, Sandwich",Fast Food,400.0,Dine-out,Medium
Restaurant_2472,No,No,3.4,209,HSR Layout,Cafe,"Burger, Pasta",Continental,350.0,Dine-out,Low
Restaurant_2473,Yes,No,3.0,188,Malleshwaram,Delivery,"Pad Thai, Green Curry, Spring Rolls, Tom Yum",Thai,350.0,Delivery,Low
Restaurant_2474,Yes,No,3.7,360,HSR Layout,Cafe,"Bhel, Pav Bhaji, Pani Puri",Street Food,250.0,Dine-out,Medium
Restaurant_2475,No,Yes,4.0,3490,Malleshwaram,Delivery,"Bruschetta, Pizza",Italian,300.0,Delivery,High
Restaurant_2476,Yes,Yes,4.6,362,Yelahanka,Casual Dining,"Wrap, Burger, Fries, Sandwich",Fast Food,600.0,Dine-out,High
Restaurant_2477,Yes,Yes,4.5,135,Whitefield,Bar,,Thai,1300.0,Dine-out,High
Restaurant_2478,Yes,Yes,4.6,656,Yelahanka,Delivery,"Burrito, Nachos",Mexican,300.0,Delivery,High
Restaurant_2479,Yes,No,4.2,169,Banashankari,Bakery,"Burrito, Nachos, Tacos, Quesadilla",Mexican,,Dine-out,High
Restaurant_2480,Yes,No,4.0,66,Electronic City,Quick Bites,"Green Curry, Pad Thai, Tom Yum, Spring Rolls",Thai,300.0,Dine-out,High
Restaurant_2481,Yes,No,3.2,24,Malleshwaram,Quick Bites,"Cheesecake, Cold Coffee, Brownie",Cafe,300.0,Dine-out,Low
Restaurant_2482,Yes,No,3.9,13,Hebbal,Beverage Shop,"Manchurian, Fried Rice, Spring Rolls, Noodles",Chinese,150.0,Dine-out,Medium
Restaurant_2483,No,No,4.0,338,Rajajinagar,Quick Bites,"Brownie, Cappuccino, Cold Coffee, Cheesecake",Cafe,200.0,Dine-out,High
Restaurant_2484,No,No,4.4,367,Indiranagar,Beverage Shop,"Bruschetta, Pizza, Pasta, Tiramisu",Italian,150.0,Dine-out,High
Restaurant_2485,Yes,No,4.1,126,HSR Layout,Quick Bites,"Brownie, Ice Cream, Cake",Desserts,250.0,Dine-out,High
Restaurant_2486,No,No,4.3,988,Electronic City,Delivery,"Quesadilla, Nachos, Tacos",Mexican,350.0,Delivery,High
Restaurant_2487,Yes,No,3.3,68,Marathahalli,Bakery,"Manchurian, Noodles",Chinese,100.0,Dine-out,Low
Restaurant_2488,Yes,No,3.6,1333,Electronic City,Bar,"Bruschetta, Tiramisu, Pizza, Pasta",Italian,800.0,Dine-out,Medium
Restaurant_2489,Yes,Yes,4.2,557,Bellandur,Cafe,"Tacos, Quesadilla, Burrito",Mexican,550.0,Dine-out,High
Restaurant_2490,No,No,4.7,19,Banashankari,Fine Dining,"Noodles, Manchurian, Spring Rolls",Chinese,1350.0,Dine-out,High
Restaurant_2491,No,No,3.6,1779,Bellandur,Quick Bites,"Cake, Ice Cream",Desserts,250.0,Dine-out,Medium
Restaurant_2492,Yes,No,3.8,209,Whitefield,Bar,"Cappuccino, Brownie",Cafe,750.0,Dine-out,Medium
Restaurant_2493,Yes,No,4.1,367,Malleshwaram,Bar,"Pastry, Ice Cream",Desserts,700.0,Dine-out,High
Restaurant_2494,Yes,No,3.2,160,Whitefield,Delivery,"Sandwich, Burger, Wrap",Fast Food,250.0,Delivery,Low
Restaurant_2495,Yes,Yes,4.8,938,Marathahalli,Casual Dining,"Pad Thai, Green Curry, Tom Yum",Thai,800.0,Dine-out,High
Restaurant_2496,Yes,No,3.4,339,Hebbal,Casual Dining,"Dal Makhani, Paneer Butter Masala",North Indian,1000.0,Dine-out,Low
Restaurant_2497,Yes,Yes,3.0,63,BTM,Quick Bites,"Garlic Bread, Pepperoni, BBQ Chicken, Margherita",Pizza,200.0,Dine-out,Low
Restaurant_2498,No,No,4.1,67,Bellandur,Fine Dining,"Garlic Bread, Pepperoni",Pizza,,Dine-out,High
Restaurant_2499,Yes,No,4.6,891,JP Nagar,Quick Bites,"Pizza, Bruschetta, Tiramisu, Pasta",Italian,250.0,Dine-out,High
Restaurant_2500,No,Yes,4.2,170,Bellandur,Quick Bites,"BBQ Chicken, Margherita",Pizza,200.0,Dine-out,High
Restaurant_2501,No,No,4.1,91,Marathahalli,Beverage Shop,"Cold Coffee, Cheesecake",Cafe,200.0,Dine-out,High
Restaurant_2502,Yes,Yes,4.0,415,Jayanagar,Bakery,,Thai,200.0,Dine-out,High
Restaurant_2503,No,Yes,3.8,925,Marathahalli,Bakery,"Miso Soup, Sushi, Ramen, Tempura",Japanese,200.0,Dine-out,Medium
Restaurant_2504,No,No,3.3,161,Whitefield,Fine Dining,"Haleem, Kebab, Biryani, Nihari",Mughlai,1650.0,Dine-out,Low
Restaurant_2505,Yes,Yes,2.9,140,Electronic City,Beverage Shop,"Ramen, Sushi, Miso Soup",Japanese,150.0,Dine-out,Low
Restaurant_2506,Yes,No,3.9,1050,Indiranagar,Bar,"Tiramisu, Pizza",Italian,1000.0,Dine-out,Medium
Restaurant_2507,No,Yes,4.6,110,HSR Layout,Beverage Shop,"Spring Rolls, Green Curry, Tom Yum",Thai,100.0,Dine-out,High
Restaurant_2508,Yes,Yes,4.2,604,Indiranagar,Quick Bites,"Noodles, Fried Rice, Manchurian",Chinese,150.0,Dine-out,High
Restaurant_2509,Yes,No,4.1,1907,Whitefield,Casual Dining,"Pastry, Brownie, Cake, Ice Cream",Desserts,1000.0,Dine-out,High
Restaurant_2510,Yes,No,4.6,1270,HSR Layout,Dessert Parlor,"Cake, Ice Cream, Pastry, Brownie",Desserts,400.0,Dine-out,High
Restaurant_2511,No,Yes,4.5,43,Jayanagar,Fine Dining,"Veg Biryani, Raita",Biryani,1050.0,Dine-out,High
Restaurant_2512,No,No,3.6,208,JP Nagar,Bar,"Pasta, Pizza",Continental,1200.0,Dine-out,Medium
Restaurant_2513,No,No,3.3,76,Banashankari,Delivery,"Cappuccino, Cold Coffee, Cheesecake",Cafe,350.0,Delivery,Low
Restaurant_2514,Yes,No,4.8,2146,Rajajinagar,Dessert Parlor,"Spring Rolls, Pad Thai, Green Curry",Thai,300.0,Dine-out,High
Restaurant_2515,Yes,Yes,4.3,2750,Whitefield,Dessert Parlor,"Tempura, Ramen, Miso Soup",Japanese,200.0,Dine-out,High
Restaurant_2516,Yes,No,3.3,132,Electronic City,Beverage Shop,"Tom Yum, Spring Rolls, Pad Thai",Thai,150.0,Dine-out,Low
Restaurant_2517,No,No,3.1,515,Malleshwaram,Cafe,"Manchurian, Fried Rice",Chinese,300.0,Dine-out,Low
Restaurant_2518,Yes,Yes,4.6,1271,Whitefield,Dessert Parlor,"Spring Rolls, Tom Yum",Thai,350.0,Dine-out,High
